City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Goderich,CA,2022-05-10 19:30:52,43.7501,-81.7165,75.52,20,100,12.66
284,Bachaquero,VE,2022-05-10 19:30:53,9.9694,-71.1494,86.27,68,89,4.07
285,Kajaani,FI,2022-05-10 19:30:53,64.2273,27.7285,57.25,44,0,12.66
286,Ereymentau,KZ,2022-05-10 19:30:54,51.6199,73.1033,54.64,41,100,10.92
287,Marovoay,MG,2022-05-10 19:30:54,-16.1,46.6333,72.0,62,0,3.6
288,Vermilion,US,2022-05-10 19:30:54,40.1667,-87.7506,90.57,56,75,14.97
289,Comodoro Rivadavia,AR,2022-05-10 19:30:01,-45.8667,-67.5,55.26,58,0,8.05
290,Nurobod,UZ,2022-05-10 19:30:57,40.9056,69.8023,62.82,90,82,0.58
291,Sawtell,AU,2022-05-10 19:30:57,-30.3833,153.1,68.02,68,75,16.11
292,Lazaro Cardenas,MX,2022-05-10 19:30:58,17.9583,-102.2,85.53,57,85,11.56
293,Lisakovsk,KZ,2022-05-10 19:30:58,52.5369,62.4936,53.83,77,84,12.91
294,Souillac,MU,2022-05-10 19:30:59,-20.5167,57.5167,73.78,94,40,5.75
295,Hasaki,JP,2022-05-10 19:30:59,35.7333,140.8333,50.4,81,100,12.26
296,Idanre,NG,2022-05-10 19:31:00,7.1127,5.1159,73.67,94,90,2.3
297,Baculin,PH,2022-05-10 19:31:00,7.4525,126.5842,77.97,86,100,6.04
298,Bengkulu,ID,2022-05-10 19:29:44,-3.8004,102.2655,78.8,90,100,4.68
299,Uruzgan,AF,2022-05-10 19:31:01,32.8333,66.0,71.26,19,0,1.79
300,Kaka,TM,2022-05-10 19:31:01,37.3482,59.6143,68.4,57,66,1.92
301,Araouane,ML,2022-05-10 19:31:01,18.9048,-3.5265,88.25,5,0,9.71
302,Rantauprapat,ID,2022-05-10 19:31:02,2.1,99.8333,74.91,97,100,0.69
303,Rosario Oeste,BR,2022-05-10 19:31:02,-14.8361,-56.4275,91.33,40,8,1.72
304,Juneau,US,2022-05-10 19:31:03,58.3019,-134.4197,41.0,97,100,0.0
305,Mujiayingzi,CN,2022-05-10 19:31:03,42.1167,118.7833,42.73,69,67,1.68
306,Lucapa,AO,2022-05-10 19:31:04,-8.4192,20.7447,74.48,58,96,4.18
307,La Crosse,US,2022-05-10 19:31:04,43.8014,-91.2396,77.56,69,100,0.0
308,Zhanaozen,KZ,2022-05-10 19:27:51,43.3,52.8,56.43,61,2,8.99
309,Naze,JP,2022-05-10 19:31:05,28.3667,129.4833,67.12,75,93,4.97
310,Ahipara,NZ,2022-05-10 19:31:05,-35.1667,173.1667,55.78,74,0,8.5
311,North Las Vegas,US,2022-05-10 19:26:11,36.1989,-115.1175,73.38,10,0,23.02
312,Yerbogachen,RU,2022-05-10 19:31:06,61.2767,108.0108,29.03,94,66,3.65
313,Maneadero,MX,2022-05-10 19:31:06,31.7167,-116.5667,63.1,70,20,15.1
314,Watsa,CD,2022-05-10 19:32:07,3.0372,29.5355,67.66,82,87,2.24
315,Bela,IN,2022-05-10 19:32:07,25.9333,81.9833,91.26,32,7,8.95
316,Vetluga,RU,2022-05-10 19:32:07,57.8557,45.781,47.62,79,100,13.6
317,Poronaysk,RU,2022-05-10 19:32:08,49.2167,143.1167,35.37,87,6,4.25
318,Tiarei,PF,2022-05-10 19:32:08,-17.5333,-149.3333,82.42,71,3,17.72
319,Bantou,CN,2022-05-10 19:32:09,26.2151,117.4893,69.93,100,100,1.83
320,Broome,US,2022-05-10 19:32:09,42.2506,-75.833,75.79,23,0,9.22
321,San Juan,AR,2022-05-10 19:32:09,-31.5375,-68.5364,72.88,42,80,13.91
322,Camara De Lobos,PT,2022-05-10 19:32:10,32.6333,-16.9667,77.63,29,20,12.66
323,Luanda,AO,2022-05-10 19:32:10,-8.8368,13.2343,78.8,83,40,5.75
324,Oriximina,BR,2022-05-10 19:27:44,-1.7656,-55.8661,82.2,81,97,3.38
325,Nacala,MZ,2022-05-10 19:32:11,-14.5428,40.6728,70.95,87,5,6.89
326,Mbuji-Mayi,CD,2022-05-10 19:32:11,-6.15,23.6,75.7,58,5,4.68
327,Soyo,AO,2022-05-10 19:32:12,-6.1349,12.3689,78.03,89,56,7.47
328,Inhambane,MZ,2022-05-10 19:32:12,-23.865,35.3833,69.78,94,20,4.61
329,Waingapu,ID,2022-05-10 19:32:13,-9.6567,120.2641,75.16,74,68,6.4
330,Rawson,AR,2022-05-10 19:30:51,-43.3002,-65.1023,55.78,60,0,12.39
331,Peniche,PT,2022-05-10 19:32:13,39.3558,-9.3811,65.28,86,27,9.93
332,Rumphi,MW,2022-05-10 19:32:14,-11.0186,33.8575,60.96,78,5,3.29
333,Madimba,TZ,2022-05-10 19:27:20,-10.4,40.3333,73.72,85,0,9.53
334,Sargatskoye,RU,2022-05-10 19:32:14,55.6101,73.4972,54.99,35,100,13.82
335,Hearst,CA,2022-05-10 19:32:15,49.6835,-83.6665,77.25,27,15,13.11
336,Bonanza,NI,2022-05-10 19:32:15,14.0289,-84.591,94.15,35,5,4.83
337,Leninskoye,KZ,2022-05-10 19:32:16,41.7589,69.3864,60.39,86,68,3.06
338,Chaohu,CN,2022-05-10 19:32:16,31.6,117.8667,61.66,90,100,3.89
339,Sabha,LY,2022-05-10 19:32:16,27.0377,14.4283,80.89,19,47,10.56
340,Tocopilla,CL,2022-05-10 19:32:17,-22.092,-70.1979,68.29,65,13,1.81
341,Camacha,PT,2022-05-10 19:32:17,33.0833,-16.3333,65.62,64,20,12.66
342,Fuerte Olimpo,PY,2022-05-10 19:32:18,-21.0415,-57.8738,70.12,93,97,4.21
343,Carbonia,IT,2022-05-10 19:32:18,39.1672,8.5222,65.35,83,0,3.56
344,Kimbe,PG,2022-05-10 19:32:19,-5.5502,150.1429,76.14,93,100,3.11
345,Tiksi,RU,2022-05-10 19:32:19,71.6872,128.8694,21.67,86,77,20.31
346,Berlevag,NO,2022-05-10 19:32:19,70.8578,29.0864,35.55,93,100,14.97
347,Pangody,RU,2022-05-10 19:32:20,65.85,74.4859,27.72,97,93,2.82
348,Codrington,AU,2022-05-10 19:32:20,-38.2667,141.9667,49.89,89,82,5.57
349,Quatre Cocos,MU,2022-05-10 19:32:21,-20.2078,57.7625,76.08,82,78,9.69
350,Tsiroanomandidy,MG,2022-05-10 19:32:21,-18.7667,46.0333,58.73,80,0,2.15
351,Gorontalo,ID,2022-05-10 19:32:22,0.5412,123.0595,74.79,95,100,3.94
352,Awans,BE,2022-05-10 19:32:22,50.6667,5.4667,71.02,49,0,3.44
353,Nabire,ID,2022-05-10 19:32:22,-3.3667,135.4833,75.88,93,100,3.22
354,Talpa,MX,2022-05-10 19:32:23,28.8257,-111.6257,94.15,18,2,7.0
355,Ponta Do Sol,PT,2022-05-10 19:32:23,32.6667,-17.1,77.63,40,68,9.42
356,Liwale,TZ,2022-05-10 19:32:24,-9.7667,37.9333,66.97,79,0,4.18
357,Dukat,RU,2022-05-10 19:32:24,62.55,155.55,27.66,97,100,5.99
358,Missoula,US,2022-05-10 19:28:11,47.0166,-113.8009,48.16,35,7,7.18
359,Huarmey,PE,2022-05-10 19:32:25,-10.0681,-78.1522,70.2,74,6,9.8
360,Grindavik,IS,2022-05-10 19:32:25,63.8424,-22.4338,46.35,70,75,19.57
361,Flin Flon,CA,2022-05-10 19:32:26,54.7682,-101.865,55.24,38,100,9.22
362,Tazovskiy,RU,2022-05-10 19:33:26,67.4667,78.7,12.97,97,11,4.63
363,Acajutla,SV,2022-05-10 19:32:28,13.5928,-89.8275,87.91,63,100,9.75
364,Ponta Delgada,PT,2022-05-10 19:33:26,37.7333,-25.6667,66.92,68,20,10.36
365,Fairbanks,US,2022-05-10 19:32:04,64.8378,-147.7164,36.61,89,100,12.66
366,Sao Jose Da Coroa Grande,BR,2022-05-10 19:33:27,-8.8978,-35.1478,78.84,78,99,5.99
367,Monroe,US,2022-05-10 19:32:26,43.1501,-77.6831,75.22,37,40,5.99
368,Ipameri,BR,2022-05-10 19:33:28,-17.7219,-48.1597,79.21,42,51,3.67
369,Pivijay,CO,2022-05-10 19:33:28,10.4617,-74.6162,88.0,64,100,7.16
370,Khasan,RU,2022-05-10 19:33:29,42.4308,130.6434,44.69,89,100,1.16
371,Atasu,KZ,2022-05-10 19:33:29,48.6814,71.6433,54.72,87,3,7.81
372,Tocache,PE,2022-05-10 19:33:29,-8.1842,-76.5125,88.03,50,5,1.5
373,Bhadohi,IN,2022-05-10 19:33:30,25.4167,82.5667,89.6,35,7,10.09
374,Vernon,CA,2022-05-10 19:33:03,50.2581,-119.2691,59.13,39,100,2.3
375,Tingi,TZ,2022-05-10 19:33:30,-11.3,35.0333,60.31,82,10,2.77
376,Hualmay,PE,2022-05-10 19:33:31,-11.0964,-77.6139,68.81,73,10,8.72
377,Daru,PG,2022-05-10 19:33:31,-9.0763,143.2092,78.42,92,99,4.65
378,Marystown,CA,2022-05-10 19:33:32,47.1666,-55.1483,46.4,57,0,6.17
379,Poum,NC,2022-05-10 19:33:32,-20.2333,164.0167,75.58,72,99,15.55
380,Kasongo,CD,2022-05-10 19:33:32,-4.45,26.6667,72.64,78,6,3.44
381,Novovasylivka,UA,2022-05-10 19:33:33,46.8315,35.7536,47.52,53,36,7.47
382,Faanui,PF,2022-05-10 19:33:33,-16.4833,-151.75,81.64,75,18,15.32
383,Karratha,AU,2022-05-10 19:33:34,-20.7377,116.8463,72.18,28,63,10.94
384,Saint-Louis,SN,2022-05-10 19:33:34,16.3333,-15.0,103.64,16,6,6.31
385,Panguna,PG,2022-05-10 19:33:34,-6.3164,155.4848,70.25,96,94,3.29
386,Graaff-Reinet,ZA,2022-05-10 19:33:35,-32.2522,24.5308,63.57,38,100,10.45
387,Vezirkopru,TR,2022-05-10 19:33:35,41.1436,35.4547,52.29,79,0,0.74
388,Poplar Bluff,US,2022-05-10 19:33:36,36.757,-90.3929,89.49,57,0,14.97
389,Teknaf,BD,2022-05-10 19:33:36,20.8624,92.3058,76.59,91,100,6.49
390,Ancud,CL,2022-05-10 19:32:55,-41.8697,-73.8203,54.48,71,36,5.35
391,Emba,KZ,2022-05-10 19:33:37,48.8264,58.1442,50.0,84,100,15.26
392,Helena,US,2022-05-10 19:33:37,46.5927,-112.0361,57.25,25,0,14.97
393,Ambovombe,MG,2022-05-10 19:33:38,-25.1667,46.0833,67.28,82,75,9.48
394,Bonavista,CA,2022-05-10 19:33:38,48.6499,-53.1147,46.54,63,0,13.13
395,Morros,BR,2022-05-10 19:33:38,-9.4467,-46.3003,81.68,51,45,6.29
396,Tonj,SS,2022-05-10 19:33:39,7.2737,28.6822,78.98,60,100,3.33
397,Geraldton,AU,2022-05-10 19:31:28,-28.7667,114.6,63.01,88,75,3.44
398,Lata,PT,2022-05-10 19:33:39,40.1629,-8.3327,59.81,62,10,2.71
399,Yakeshi,CN,2022-05-10 19:33:40,49.2833,120.7333,32.09,53,33,4.16
400,Siniscola,IT,2022-05-10 19:33:40,40.5719,9.6922,65.75,78,0,4.32
401,La Primavera,CO,2022-05-10 19:33:41,5.4906,-70.4092,87.76,63,58,3.87
402,Mount Gambier,AU,2022-05-10 19:33:41,-37.8333,140.7667,39.11,100,75,0.0
403,Te Anau,NZ,2022-05-10 19:33:42,-45.4167,167.7167,37.33,93,33,1.12
404,Tongliao,CN,2022-05-10 19:29:03,43.6125,122.2653,44.02,76,95,8.48
405,Kaeo,NZ,2022-05-10 19:33:42,-35.1,173.7833,48.33,93,0,6.85
406,Clarence Town,AU,2022-05-10 19:33:43,-32.5833,151.7833,68.86,84,100,2.71
407,Blagoyevo,RU,2022-05-10 19:33:43,63.3667,47.9167,34.32,81,30,3.0
408,Uvat,RU,2022-05-10 19:33:43,59.1433,68.8953,53.35,60,100,7.45
409,Inuvik,CA,2022-05-10 19:30:50,68.3499,-133.7218,30.96,80,75,16.11
410,Sistranda,NO,2022-05-10 19:34:44,63.7256,8.834,48.16,83,46,11.23
411,Paka,MY,2022-05-10 19:34:44,4.6374,103.4368,76.98,100,62,8.05
412,Sioux Lookout,CA,2022-05-10 19:34:45,50.1001,-91.917,62.67,45,40,14.97
413,Qasigiannguit,GL,2022-05-10 19:34:45,68.8193,-51.1922,25.77,74,67,6.13
414,Pecos,US,2022-05-10 19:34:46,31.4229,-103.4932,96.89,8,0,3.44
415,Nishihara,JP,2022-05-10 19:34:46,26.1842,127.7558,76.28,94,75,8.05
416,Karla,EE,2022-05-10 19:34:47,59.3723,24.9275,53.31,43,0,8.05
417,Quelimane,MZ,2022-05-10 19:32:00,-17.8786,36.8883,75.15,78,0,0.0
418,Marrakesh,MA,2022-05-10 19:31:21,31.6315,-8.0083,93.27,11,0,6.91
419,Rovaniemi,FI,2022-05-10 19:34:47,66.5,25.7167,44.01,75,0,16.11
420,Hofn,IS,2022-05-10 19:34:48,64.2539,-15.2082,41.85,59,100,22.73
421,Egvekinot,RU,2022-05-10 19:34:48,66.3167,-179.1667,29.19,99,100,5.95
422,Suzhou,CN,2022-05-10 19:34:49,31.3114,120.6181,64.58,87,100,5.32
423,Sambava,MG,2022-05-10 19:34:49,-14.2667,50.1667,74.34,89,24,3.44
424,Apodi,BR,2022-05-10 19:34:50,-5.6642,-37.7989,78.46,65,100,8.16
425,Sola,VU,2022-05-10 19:34:50,-13.8833,167.55,80.78,82,53,22.48
426,Zalantun,CN,2022-05-10 19:34:50,48.0,122.7167,40.17,45,98,9.8
427,Port Hardy,CA,2022-05-10 19:34:51,50.6996,-127.4199,48.38,87,100,5.75
428,Montrose,US,2022-05-10 19:34:51,38.4166,-108.2673,64.51,16,67,30.42
429,Igarka,RU,2022-05-10 19:34:52,67.4667,86.5833,30.04,98,100,8.97
430,Port Lincoln,AU,2022-05-10 19:34:52,-34.7333,135.8667,57.65,66,0,4.68
431,Simpang,ID,2022-05-10 19:34:53,-1.2667,104.0833,74.7,97,100,6.49
432,Pierre,US,2022-05-10 19:34:53,44.3683,-100.351,73.85,23,0,5.01
433,Roald,NO,2022-05-10 19:34:54,62.5833,6.1333,52.72,66,75,18.41
434,Belawan,ID,2022-05-10 19:34:54,3.7755,98.6832,77.11,88,100,0.36
435,San Carlos De Bariloche,AR,2022-05-10 19:34:54,-41.1456,-71.3082,56.95,28,2,5.75
436,Loandjili,CG,2022-05-10 19:34:55,-4.7561,11.8578,80.71,89,40,5.75
437,Harper,LR,2022-05-10 19:34:55,4.375,-7.7169,80.47,82,100,6.71
438,Pita,GN,2022-05-10 19:34:56,10.8333,-12.5833,89.04,40,94,0.69
439,Ust-Nera,RU,2022-05-10 19:34:56,64.5667,143.2,28.99,96,100,3.47
440,Kisangani,CD,2022-05-10 19:34:56,0.5167,25.2,75.79,84,96,0.92
441,Roebourne,AU,2022-05-10 19:34:57,-20.7833,117.1333,71.62,23,72,9.55
442,San Jeronimo,PE,2022-05-10 19:34:57,-11.9472,-75.2829,61.95,45,28,1.28
443,Honiara,SB,2022-05-10 19:34:58,-9.4333,159.95,79.43,83,100,5.86
444,Hobyo,SO,2022-05-10 19:34:58,5.3505,48.5268,82.22,78,94,25.55
445,Saint-Augustin,CA,2022-05-10 19:34:59,51.226,-58.6502,60.78,49,94,15.21
446,Boone,US,2022-05-10 19:34:59,39.0334,-92.3335,90.61,75,100,10.27
447,Saint-Francois,FR,2022-05-10 19:35:00,46.4154,3.9054,69.24,56,0,3.44
448,Baykit,RU,2022-05-10 19:34:50,61.67,96.37,29.08,96,26,1.7
449,Prince Rupert,CA,2022-05-10 19:30:57,54.3161,-130.3201,44.29,85,100,8.05
450,Governador Valadares,BR,2022-05-10 19:33:30,-18.8511,-41.9494,76.75,54,4,3.85
451,Knysna,ZA,2022-05-10 19:35:00,-34.0363,23.0471,59.22,75,16,6.87
452,Chudniv,UA,2022-05-10 19:35:01,50.052,28.1175,47.52,61,100,4.88
453,Isiro,CD,2022-05-10 19:35:01,2.7739,27.616,68.97,96,77,1.57
454,Brae,GB,2022-05-10 19:35:02,60.3964,-1.353,48.11,84,100,17.96
455,Loei,TH,2022-05-10 19:36:02,17.4167,101.5,66.7,92,100,3.04
456,Waipawa,NZ,2022-05-10 19:36:03,-41.4122,175.5153,47.41,71,97,7.52
457,Udachnyy,RU,2022-05-10 19:36:03,66.4167,112.4,19.67,94,91,6.02
458,Gushikawa,JP,2022-05-10 19:36:03,26.3544,127.8686,76.23,96,75,8.05
459,Derzhavinsk,KZ,2022-05-10 19:36:04,51.1,66.3167,54.37,75,51,12.64
460,Komsomolskiy,UZ,2022-05-10 19:34:58,40.4272,71.7189,63.32,77,0,6.91
461,Csenger,HU,2022-05-10 19:36:04,47.8358,22.681,59.05,78,5,2.33
462,Kieta,PG,2022-05-10 19:36:05,-6.2167,155.6333,80.71,82,100,5.39
463,Westerland,DE,2022-05-10 19:36:05,54.9079,8.3033,54.01,93,75,13.8
464,Wad Rawah,SD,2022-05-10 19:36:06,15.1603,33.1397,95.81,8,2,10.04
465,Tura,IN,2022-05-10 19:36:06,25.5198,90.2201,70.3,98,58,5.28
466,Port Blair,IN,2022-05-10 19:36:07,11.6667,92.75,80.64,94,75,0.0
467,Pallasovka,RU,2022-05-10 19:36:07,50.05,46.8833,41.83,61,0,12.62
468,Rio Grande,BR,2022-05-10 19:36:07,-32.035,-52.0986,64.51,91,100,3.18
469,Laguna,US,2022-05-10 19:34:47,38.421,-121.4238,64.06,42,40,4.61
470,Fort Wellington,GY,2022-05-10 19:36:08,6.4,-57.6,82.04,74,61,11.18
471,Chuy,UY,2022-05-10 19:36:08,-33.6971,-53.4616,63.05,84,100,4.92
472,Huty,UA,2022-05-10 19:36:09,50.1332,35.3439,41.9,68,84,7.96
473,Asau,RO,2022-05-10 19:36:09,46.4333,26.4,50.92,79,96,2.26
474,Pelym,RU,2022-05-10 19:36:10,61.0108,61.9978,52.95,60,100,5.3
475,Talaya,RU,2022-05-10 19:36:10,61.3833,152.75,30.25,88,100,7.02
476,Pacific Grove,US,2022-05-10 19:36:11,36.6177,-121.9166,62.02,62,40,12.66
477,La Palma,US,2022-05-10 19:36:11,33.8464,-118.0467,76.19,48,75,11.5
478,Asfi,MA,2022-05-10 19:36:12,32.2994,-9.2372,67.26,79,63,4.81
479,Linqiong,CN,2022-05-10 19:36:12,30.4159,103.4609,67.82,92,100,5.68
480,Nkoteng,CM,2022-05-10 19:36:12,4.5167,12.0333,71.76,94,98,4.85
481,Puerto Leguizamo,CO,2022-05-10 19:36:13,-0.1934,-74.7819,82.0,86,34,2.91
482,Middelburg,ZA,2022-05-10 19:36:13,-25.7751,29.4648,56.07,53,1,3.11
483,Cabo San Lucas,MX,2022-05-10 19:34:44,22.8909,-109.9124,90.7,37,0,5.75
484,Karwar,IN,2022-05-10 19:34:20,14.8,74.1333,81.61,81,100,12.86
485,Awjilah,LY,2022-05-10 19:36:14,29.1081,21.2869,72.97,31,69,12.33
486,Imeni Poliny Osipenko,RU,2022-05-10 19:36:14,52.4201,136.4853,44.92,87,95,2.44
487,Kapit,MY,2022-05-10 19:36:15,2.0167,112.9333,74.16,95,96,0.36
488,West Wendover,US,2022-05-10 19:36:15,40.7391,-114.0733,50.94,23,78,4.5
489,Mendoza,AR,2022-05-10 19:36:16,-32.8908,-68.8272,65.73,42,75,6.91
490,Liverpool,GB,2022-05-10 19:36:16,53.4106,-2.9779,58.08,57,0,16.11
491,Honningsvag,NO,2022-05-10 19:36:17,70.9821,25.9704,35.35,87,75,13.8
492,Vikhorevka,RU,2022-05-10 19:36:17,56.1201,101.1636,29.79,60,19,3.53
493,Prince George,CA,2022-05-10 19:35:15,53.9166,-122.753,49.24,78,75,14.97
494,Namibe,AO,2022-05-10 19:36:18,-15.1961,12.1522,74.73,57,0,8.37
495,Labuhan,ID,2022-05-10 19:36:18,-6.8844,112.2051,79.52,90,94,6.53
496,Remanso,BR,2022-05-10 19:36:18,-9.6179,-42.0831,82.9,50,72,5.06
497,Atar,MR,2022-05-10 19:36:19,20.5169,-13.0499,94.44,10,41,6.8
498,Turayf,SA,2022-05-10 19:33:28,31.6725,38.6637,70.05,32,0,11.5
499,Mahajanga,MG,2022-05-10 19:36:19,-15.7167,46.3167,78.82,78,20,6.91
500,Cockburn Town,TC,2022-05-10 19:36:20,21.4612,-71.1419,84.16,65,40,13.8
501,Varadero,CU,2022-05-10 19:37:20,23.1536,-81.2514,86.76,66,2,16.91
502,Kholm,RU,2022-05-10 19:37:21,59.2667,32.85,43.54,71,0,1.86
503,Reggio Di Calabria,IT,2022-05-10 19:37:21,38.1105,15.6613,63.75,73,20,13.8
504,Caravelas,BR,2022-05-10 19:37:22,-17.7125,-39.2481,74.35,79,3,6.17
505,Wahpeton,US,2022-05-10 19:37:22,46.2652,-96.6059,70.52,35,0,9.22
506,Skibbereen,IE,2022-05-10 19:37:22,51.55,-9.2667,53.11,83,98,19.13
507,Torit,SS,2022-05-10 19:37:23,4.4133,32.5678,75.09,77,4,2.1
508,Kulhudhuffushi,MV,2022-05-10 19:37:23,6.6221,73.07,84.34,75,100,19.37
509,Vanimo,PG,2022-05-10 19:37:24,-2.6741,141.3028,78.28,91,71,5.77
510,Qiqihar,CN,2022-05-10 19:36:10,47.3408,123.9672,42.71,69,100,7.45
511,Orlik,RU,2022-05-10 19:37:24,52.5178,99.825,24.93,87,79,3.02
512,Boa Vista,BR,2022-05-10 19:37:25,2.8197,-60.6733,89.58,51,75,11.5
513,Tucurui,BR,2022-05-10 19:37:11,-3.7661,-49.6725,80.8,84,92,3.62
514,Sept-Iles,CA,2022-05-10 19:37:25,50.2001,-66.3821,51.06,62,75,10.36
515,Uusikaupunki,FI,2022-05-10 19:37:16,60.8004,21.4084,44.47,81,100,18.79
516,Choctaw,US,2022-05-10 19:36:51,35.4976,-97.2689,92.98,68,75,18.41
517,Ketchikan,US,2022-05-10 19:32:29,55.3422,-131.6461,43.27,87,100,17.27
518,Banda Aceh,ID,2022-05-10 19:37:26,5.5577,95.3222,81.72,79,100,10.42
519,Paragominas,BR,2022-05-10 19:37:26,-2.9667,-47.4833,78.93,78,98,1.63
520,Almaznyy,RU,2022-05-10 19:37:27,48.0448,40.045,42.12,76,100,7.23
521,Guadalupe Y Calvo,MX,2022-05-10 19:37:27,26.1,-106.9667,79.75,16,1,12.55
522,Kutum,SD,2022-05-10 19:37:28,14.2,24.6667,81.91,10,65,8.3
523,Tuskegee,US,2022-05-10 19:37:28,32.424,-85.6916,83.43,35,0,1.01
524,Sonoita,MX,2022-05-10 19:37:29,31.85,-112.8333,84.67,12,0,12.59
525,Palmerston,AU,2022-05-10 19:37:29,-12.486,130.9833,78.78,71,95,5.75
526,Norrtalje,SE,2022-05-10 19:37:30,59.758,18.705,53.44,90,100,11.81
527,Pleasanton,US,2022-05-10 19:37:30,37.6624,-121.8747,62.58,45,20,8.05
528,Apolda,DE,2022-05-10 19:37:30,51.0167,11.5,67.66,70,100,8.1
529,Mangai,CD,2022-05-10 19:37:31,-4.05,19.5333,74.1,84,100,2.62
530,Kondinskoye,RU,2022-05-10 19:37:31,59.6481,67.41,53.76,61,97,9.08
531,Oranjestad,AW,2022-05-10 19:37:32,12.524,-70.027,85.95,74,40,23.02
532,Mwinilunga,ZM,2022-05-10 19:37:32,-11.7358,24.4293,68.25,57,98,4.36
533,Beckley,US,2022-05-10 19:37:32,37.7782,-81.1882,80.49,23,0,3.44
534,Kilimatinde,TZ,2022-05-10 19:37:33,-5.85,34.95,69.69,63,69,4.14
535,Springdale,US,2022-05-10 19:37:33,36.1867,-94.1288,83.5,79,100,17.27
536,Isangel,VU,2022-05-10 19:34:11,-19.55,169.2667,75.18,75,9,15.95
537,Novo Aripuana,BR,2022-05-10 19:37:34,-5.1206,-60.3797,83.53,72,100,3.09
538,Iqaluit,CA,2022-05-10 19:37:34,63.7506,-68.5145,33.53,86,100,15.01
539,Ambunti,PG,2022-05-10 19:37:35,-4.2365,142.8448,74.08,99,99,1.81
540,Longhua,CN,2022-05-10 19:37:35,23.6137,114.1919,72.48,99,100,1.52
541,Svetlogorsk,BY,2022-05-10 19:37:36,52.6333,29.7333,43.74,65,100,3.89
542,Sao Joao Da Barra,BR,2022-05-10 19:37:36,-21.6403,-41.0511,75.29,79,11,9.55
543,Union City,US,2022-05-10 19:35:02,37.5958,-122.0192,64.09,46,20,14.97
544,Ust-Kuyga,RU,2022-05-10 19:37:37,70.0167,135.6,5.16,97,100,8.1
545,Lisala,CD,2022-05-10 19:37:37,2.15,21.5167,71.56,99,100,0.74
546,Bastrop,US,2022-05-10 19:37:38,32.7562,-91.8724,89.69,65,4,1.01
547,Kolaras,IN,2022-05-10 19:38:38,25.2333,77.6,90.64,25,0,6.98
548,Sijunjung,ID,2022-05-10 19:38:38,-0.6876,100.9537,74.26,98,100,2.01
549,Yongchang,CN,2022-05-10 19:38:39,30.0381,119.7317,63.57,96,100,2.71
550,Felanitx,ES,2022-05-10 19:38:39,39.4696,3.1483,66.96,69,43,3.83
551,Marsh Harbour,BS,2022-05-10 19:38:40,26.5412,-77.0636,73.94,69,27,21.88
552,Zhaoqing,CN,2022-05-10 19:38:40,23.0512,112.4597,72.97,99,100,1.74
553,Basoko,CD,2022-05-10 19:38:41,1.2391,23.616,74.91,80,23,4.03
554,Sault Sainte Marie,CA,2022-05-10 19:36:27,46.5168,-84.3333,73.96,36,0,13.8
555,Touros,BR,2022-05-10 19:38:41,-5.1989,-35.4608,76.93,86,100,5.41
556,Zemio,CF,2022-05-10 19:38:42,5.0314,25.1361,70.25,97,92,1.41
557,Otjimbingwe,NA,2022-05-10 19:38:42,-22.35,16.1333,69.93,25,0,4.85
558,Mirnyy,RU,2022-05-10 19:38:42,62.5353,113.9611,32.23,50,75,7.0
559,Ust-Kulom,RU,2022-05-10 19:38:43,61.6864,53.6902,43.66,84,97,6.22
560,Palmer,US,2022-05-10 19:38:43,42.1584,-72.3287,71.2,21,20,21.85
561,Chernyshevskiy,RU,2022-05-10 19:38:44,63.0128,112.4714,25.11,95,75,3.42
562,Yueyang,CN,2022-05-10 19:38:44,29.3333,113.0919,59.4,89,78,5.35
563,Hay River,CA,2022-05-10 19:33:52,60.8156,-115.7999,26.58,68,75,6.91
564,Necochea,AR,2022-05-10 19:34:44,-38.5473,-58.7368,54.99,70,100,7.09
565,Nizhyn,UA,2022-05-10 19:38:45,51.048,31.8869,42.46,69,7,7.45
